"time","type"
98228,"NORMAL"
98508,"NORMAL"
98789,"NORMAL"
99084,"NORMAL"
99930,"NORMAL"
100218,"NORMAL"
100486,"NORMAL"
100781,"NORMAL"
101071,"NORMAL"
101653,"NORMAL"
102793,"NORMAL"
103964,"NORMAL"
104261,"NORMAL"
106314,"NORMAL"
107454,"NORMAL"
107751,"NORMAL"
108916,"NORMAL"
110374,"NORMAL"
110673,"NORMAL"
111514,"NORMAL"
111800,"NORMAL"
112700,"NORMAL"
113001,"NORMAL"
113271,"NORMAL"
113550,"NORMAL"
114142,"NORMAL"
115547,"NORMAL"
115815,"NORMAL"
116939,"NORMAL"
117213,"NORMAL"
117766,"NORMAL"
118044,"NORMAL"
120077,"NORMAL"
122750,"NORMAL"
123936,"NORMAL"
124766,"NORMAL"
125355,"NORMAL"
125656,"NORMAL"
125926,"NORMAL"
126203,"NORMAL"
126476,"NORMAL"
126754,"NORMAL"
127313,"NORMAL"
127603,"NORMAL"
127902,"NORMAL"
128958,"NORMAL"
130057,"NORMAL"
130558,"NORMAL"
131837,"NORMAL"
132629,"NORMAL"
133132,"NORMAL"
134737,"NORMAL"
134980,"NORMAL"
135243,"NORMAL"
136051,"NORMAL"
136899,"NORMAL"
137449,"NORMAL"
139440,"NORMAL"
139719,"NORMAL"
140302,"NORMAL"
140881,"NORMAL"
141152,"NORMAL"
141684,"NORMAL"
141943,"NORMAL"
142488,"NORMAL"
143515,"NORMAL"
144025,"NORMAL"
144841,"NORMAL"
145647,"NORMAL"
146170,"NORMAL"
146445,"NORMAL"
146737,"NORMAL"
147299,"NORMAL"
147823,"NORMAL"
148364,"NORMAL"
149488,"NORMAL"
150030,"NORMAL"
150303,"NORMAL"
150575,"NORMAL"
150839,"NORMAL"
151122,"NORMAL"
151407,"NORMAL"
151688,"NORMAL"
151974,"NORMAL"
152781,"NORMAL"
153362,"NORMAL"
154470,"NORMAL"
154741,"NORMAL"
155009,"NORMAL"
155588,"NORMAL"
156132,"NORMAL"
156655,"NORMAL"
156906,"NORMAL"
157695,"NORMAL"
158220,"NORMAL"
158490,"NORMAL"
158730,"NORMAL"
159226,"NORMAL"
159727,"NORMAL"
159738,"NORMAL"
160001,"NORMAL"
160260,"NORMAL"
160764,"NORMAL"
161500,"NORMAL"
162573,"NORMAL"
163629,"NORMAL"
163899,"NORMAL"
164999,"NORMAL"
165499,"NORMAL"
165756,"NORMAL"
166570,"NORMAL"
167111,"NORMAL"
167371,"NORMAL"
167641,"NORMAL"
167902,"NORMAL"
168485,"NORMAL"
168785,"NORMAL"
169064,"NORMAL"
169349,"NORMAL"
169618,"NORMAL"
169895,"NORMAL"
170495,"NORMAL"
171911,"NORMAL"
172199,"NORMAL"
173629,"NORMAL"
173897,"NORMAL"
175616,"NORMAL"
175877,"NORMAL"
176698,"NORMAL"
176975,"NORMAL"
177238,"NORMAL"
177523,"NORMAL"
178316,"NORMAL"
178578,"NORMAL"
180182,"NORMAL"
180444,"NORMAL"
181236,"NORMAL"
181532,"NORMAL"
182092,"NORMAL"
182342,"NORMAL"
182906,"NORMAL"
183779,"NORMAL"
184072,"NORMAL"
184370,"NORMAL"
184649,"NORMAL"
185213,"NORMAL"
186435,"NORMAL"
186717,"NORMAL"
187291,"NORMAL"
187587,"NORMAL"
188179,"NORMAL"
189320,"NORMAL"
190529,"NORMAL"
191112,"NORMAL"
191395,"NORMAL"
191674,"NORMAL"
192575,"NORMAL"
192862,"NORMAL"
193146,"NORMAL"
193423,"NORMAL"
194574,"NORMAL"
194868,"NORMAL"
195701,"NORMAL"
196269,"NORMAL"
197132,"NORMAL"
197685,"NORMAL"
199619,"NORMAL"
200171,"NORMAL"
200444,"NORMAL"
200714,"NORMAL"
201271,"NORMAL"
201806,"NORMAL"
202067,"NORMAL"
204021,"NORMAL"
204299,"NORMAL"
205727,"NORMAL"
206279,"NORMAL"
207733,"NORMAL"
208004,"NORMAL"
208285,"NORMAL"
208548,"NORMAL"
208822,"NORMAL"
209100,"NORMAL"
210256,"NORMAL"
210534,"NORMAL"
210809,"NORMAL"
211093,"NORMAL"
211364,"NORMAL"
212228,"NORMAL"
213058,"NORMAL"
213327,"NORMAL"
213894,"NORMAL"
214738,"NORMAL"
215005,"NORMAL"
216990,"NORMAL"
217537,"NORMAL"
217824,"NORMAL"
218980,"NORMAL"
219246,"NORMAL"
220099,"NORMAL"
220391,"NORMAL"
220691,"NORMAL"
220977,"NORMAL"
221252,"NORMAL"
221527,"NORMAL"
221804,"NORMAL"
222952,"NORMAL"
223507,"NORMAL"
223783,"NORMAL"
224047,"NORMAL"
224329,"NORMAL"
224630,"NORMAL"
225185,"NORMAL"
225472,"NORMAL"
226561,"NORMAL"
227427,"NORMAL"
227702,"NORMAL"
227975,"NORMAL"
228238,"NORMAL"
230214,"NORMAL"
231638,"NORMAL"
231913,"NORMAL"
232190,"NORMAL"
232467,"NORMAL"
232741,"NORMAL"
233875,"NORMAL"
234151,"NORMAL"
234415,"NORMAL"
235239,"NORMAL"
235547,"NORMAL"
236665,"NORMAL"
237495,"NORMAL"
238884,"NORMAL"
239157,"NORMAL"
239433,"NORMAL"
239718,"NORMAL"
240267,"NORMAL"
241065,"NORMAL"
241309,"NORMAL"
241589,"NORMAL"
242114,"NORMAL"
242373,"NORMAL"
243122,"NORMAL"
244471,"NORMAL"
244729,"NORMAL"
244975,"NORMAL"
245515,"NORMAL"
245800,"NORMAL"
246066,"NORMAL"
246342,"NORMAL"
246925,"NORMAL"
248018,"NORMAL"
249146,"NORMAL"
249706,"NORMAL"
249988,"NORMAL"
250558,"NORMAL"
251160,"NORMAL"
251441,"NORMAL"
251698,"NORMAL"
251984,"NORMAL"
252585,"NORMAL"
253149,"NORMAL"
253741,"NORMAL"
254010,"NORMAL"
254282,"NORMAL"
256017,"NORMAL"
257717,"NORMAL"
258478,"NORMAL"
258737,"NORMAL"
259005,"NORMAL"
260334,"NORMAL"
260585,"NORMAL"
261418,"NORMAL"
261699,"NORMAL"
262516,"NORMAL"
263062,"NORMAL"
263359,"NORMAL"
264217,"NORMAL"
264761,"NORMAL"
265062,"NORMAL"
265652,"NORMAL"
266228,"NORMAL"
266528,"NORMAL"
266815,"NORMAL"
267099,"NORMAL"
268260,"NORMAL"
268545,"NORMAL"
268823,"NORMAL"
269102,"NORMAL"
269384,"NORMAL"
270550,"NORMAL"
270821,"NORMAL"
271094,"NORMAL"
271370,"NORMAL"
271962,"NORMAL"
272244,"NORMAL"
272523,"NORMAL"
272839,"NORMAL"
273123,"NORMAL"
273394,"NORMAL"
273675,"NORMAL"
273967,"NORMAL"
274852,"NORMAL"
275393,"NORMAL"
275949,"NORMAL"
277092,"NORMAL"
277388,"NORMAL"
277639,"NORMAL"
278823,"NORMAL"
279576,"NORMAL"
279918,"NORMAL"
280209,"NORMAL"
280814,"NORMAL"
281119,"NORMAL"
281682,"NORMAL"
282802,"NORMAL"
284216,"NORMAL"
284778,"NORMAL"
285363,"NORMAL"
286486,"NORMAL"
286752,"NORMAL"
287041,"NORMAL"
287353,"NORMAL"
287656,"NORMAL"
287934,"NORMAL"
288225,"NORMAL"
289971,"NORMAL"
290538,"NORMAL"
290813,"NORMAL"
291110,"NORMAL"
291408,"NORMAL"
291696,"NORMAL"
292844,"NORMAL"
293713,"NORMAL"
294857,"NORMAL"
295421,"NORMAL"
296611,"NORMAL"
296879,"NORMAL"
297159,"NORMAL"
298033,"NORMAL"
298617,"NORMAL"
300360,"NORMAL"
300671,"NORMAL"
301484,"NORMAL"
302051,"NORMAL"
303240,"NORMAL"
303492,"NORMAL"
303762,"NORMAL"
304074,"NORMAL"
304362,"NORMAL"
304913,"NORMAL"
305200,"NORMAL"
305498,"NORMAL"
305709,"NORMAL"
307224,"NORMAL"
307735,"NORMAL"
308349,"NORMAL"
309516,"NORMAL"
309780,"NORMAL"
310052,"NORMAL"
310332,"NORMAL"
311199,"NORMAL"
312826,"NORMAL"
314090,"NORMAL"
315245,"NORMAL"
315531,"NORMAL"
316125,"NORMAL"
316415,"NORMAL"
317785,"NORMAL"
319011,"NORMAL"
320195,"NORMAL"
321062,"NORMAL"
321653,"NORMAL"
322563,"NORMAL"
323425,"NORMAL"
324045,"NORMAL"
324641,"NORMAL"
325215,"NORMAL"
325495,"NORMAL"
326396,"NORMAL"
327566,"NORMAL"
327859,"NORMAL"
328754,"NORMAL"
329056,"NORMAL"
329619,"NORMAL"
331124,"NORMAL"
331989,"NORMAL"
332288,"NORMAL"
332887,"NORMAL"
333199,"NORMAL"
334056,"NORMAL"
334337,"NORMAL"
334348,"NORMAL"
334933,"NORMAL"
335238,"NORMAL"
335543,"NORMAL"
335814,"NORMAL"
335823,"NORMAL"
336385,"NORMAL"
336680,"NORMAL"
336969,"NORMAL"
337571,"NORMAL"
338721,"NORMAL"
340205,"NORMAL"
340492,"NORMAL"
341684,"NORMAL"
342547,"NORMAL"
344279,"NORMAL"
344556,"NORMAL"
345723,"NORMAL"
346298,"NORMAL"
346804,"NORMAL"
347444,"NORMAL"
348063,"NORMAL"
348658,"NORMAL"
349221,"NORMAL"
349502,"NORMAL"
350692,"NORMAL"
351255,"NORMAL"
351481,"NORMAL"
351821,"NORMAL"
352416,"NORMAL"
352711,"NORMAL"
352994,"NORMAL"
354707,"NORMAL"
355005,"NORMAL"
355302,"NORMAL"
355579,"NORMAL"
356154,"NORMAL"
357600,"NORMAL"
358483,"NORMAL"
359893,"NORMAL"
361344,"NORMAL"
361894,"NORMAL"
362741,"NORMAL"
363016,"NORMAL"
363308,"NORMAL"
364158,"NORMAL"
364719,"NORMAL"
365012,"NORMAL"
366767,"NORMAL"
366778,"NORMAL"
367063,"NORMAL"
368247,"NORMAL"
368531,"NORMAL"
369410,"NORMAL"
369998,"NORMAL"
370279,"NORMAL"
370842,"NORMAL"
371121,"NORMAL"
374304,"NORMAL"
374855,"NORMAL"
377081,"NORMAL"
378298,"NORMAL"
378886,"NORMAL"
379440,"NORMAL"
379731,"NORMAL"
380023,"NORMAL"
381453,"NORMAL"
382000,"NORMAL"
382885,"NORMAL"
383183,"NORMAL"
383457,"NORMAL"
384317,"NORMAL"
384615,"NORMAL"
384905,"NORMAL"
385205,"NORMAL"
385487,"NORMAL"
386349,"NORMAL"
387523,"NORMAL"
387811,"NORMAL"
388362,"NORMAL"
388373,"NORMAL"
388672,"NORMAL"
388980,"NORMAL"
389277,"NORMAL"
389860,"NORMAL"
390149,"NORMAL"
390434,"NORMAL"
390720,"NORMAL"
391039,"NORMAL"
391631,"NORMAL"
393957,"NORMAL"
394519,"NORMAL"
395401,"NORMAL"
395989,"NORMAL"
396268,"NORMAL"
396542,"NORMAL"
396845,"NORMAL"
397123,"NORMAL"
397336,"NORMAL"
398294,"NORMAL"
398559,"NORMAL"
398854,"NORMAL"
399129,"NORMAL"
400599,"NORMAL"
400877,"NORMAL"
401453,"NORMAL"
401758,"NORMAL"
402635,"NORMAL"
402646,"NORMAL"
402923,"NORMAL"
403205,"NORMAL"
403805,"NORMAL"
405255,"NORMAL"
405825,"NORMAL"
405836,"NORMAL"
406425,"NORMAL"
406995,"NORMAL"
407849,"NORMAL"
409030,"NORMAL"
409597,"NORMAL"
410166,"NORMAL"
410466,"NORMAL"
411641,"NORMAL"
411905,"NORMAL"
413098,"NORMAL"
413109,"NORMAL"
413969,"NORMAL"
414541,"NORMAL"
415703,"NORMAL"
416545,"NORMAL"
417152,"NORMAL"
418866,"NORMAL"
419156,"NORMAL"
419454,"NORMAL"
419745,"NORMAL"
420583,"NORMAL"
420873,"NORMAL"
421463,"NORMAL"
421474,"NORMAL"
421984,"NORMAL"
422593,"NORMAL"
422818,"NORMAL"
423768,"NORMAL"
425188,"NORMAL"
426938,"NORMAL"
427828,"NORMAL"
429264,"NORMAL"
429548,"NORMAL"
429867,"NORMAL"
430754,"NORMAL"
431305,"NORMAL"
431900,"NORMAL"
432209,"NORMAL"
433082,"NORMAL"
433364,"NORMAL"
434211,"NORMAL"
435096,"NORMAL"
435370,"NORMAL"
436158,"NORMAL"
436513,"NORMAL"
437672,"NORMAL"
438268,"NORMAL"
439740,"NORMAL"
440023,"NORMAL"
440313,"NORMAL"
440923,"NORMAL"
441518,"NORMAL"
442396,"NORMAL"
442613,"NORMAL"
443294,"NORMAL"
443606,"NORMAL"
443888,"NORMAL"
444165,"NORMAL"
445938,"NORMAL"
446226,"NORMAL"
446495,"NORMAL"
446800,"NORMAL"
447695,"NORMAL"
448548,"NORMAL"
449748,"NORMAL"
450315,"NORMAL"
450884,"NORMAL"
450895,"NORMAL"
451182,"NORMAL"
453250,"NORMAL"
455283,"NORMAL"
455888,"NORMAL"
456189,"NORMAL"
456487,"NORMAL"
456761,"NORMAL"
457621,"NORMAL"
459103,"NORMAL"
460858,"NORMAL"
461711,"NORMAL"
462630,"NORMAL"
463198,"NORMAL"
463481,"NORMAL"
463765,"NORMAL"
464039,"NORMAL"
464350,"NORMAL"
464664,"NORMAL"
466697,"NORMAL"
467867,"NORMAL"
469661,"NORMAL"
470530,"NORMAL"
470837,"NORMAL"
471139,"NORMAL"
472294,"NORMAL"
473781,"NORMAL"
474642,"NORMAL"
475851,"NORMAL"
476136,"NORMAL"
476706,"NORMAL"
477297,"NORMAL"
477605,"NORMAL"
478480,"NORMAL"
478757,"NORMAL"
480207,"NORMAL"
480218,"NORMAL"
480769,"NORMAL"
482239,"NORMAL"
482791,"NORMAL"
483071,"NORMAL"
483350,"NORMAL"
483931,"NORMAL"
484221,"NORMAL"
484497,"NORMAL"
485352,"NORMAL"
486844,"NORMAL"
487708,"NORMAL"
488019,"NORMAL"
488921,"NORMAL"
489214,"NORMAL"
489789,"NORMAL"
490079,"NORMAL"
490684,"NORMAL"
491277,"NORMAL"
491560,"NORMAL"
492434,"NORMAL"
493623,"NORMAL"
493904,"NORMAL"
494199,"NORMAL"
494790,"NORMAL"
495370,"NORMAL"
496702,"NORMAL"
498220,"NORMAL"
498801,"NORMAL"
499691,"NORMAL"
500848,"NORMAL"
502316,"NORMAL"
502591,"NORMAL"
503191,"NORMAL"
503497,"NORMAL"
504654,"NORMAL"
504925,"NORMAL"
505830,"NORMAL"
507246,"NORMAL"
507542,"NORMAL"
508147,"NORMAL"
508455,"NORMAL"
508744,"NORMAL"
509019,"NORMAL"
510210,"NORMAL"
511093,"NORMAL"
511371,"NORMAL"
511971,"NORMAL"
512568,"NORMAL"
513720,"NORMAL"
514014,"NORMAL"
514318,"NORMAL"
514919,"NORMAL"
515476,"NORMAL"
515762,"NORMAL"
516371,"NORMAL"
516656,"NORMAL"
517256,"NORMAL"
517553,"NORMAL"
518427,"NORMAL"
518734,"NORMAL"
519307,"NORMAL"
519882,"NORMAL"
520149,"NORMAL"
520463,"NORMAL"
522501,"NORMAL"
523416,"NORMAL"
523696,"NORMAL"
523988,"NORMAL"
524577,"NORMAL"
525198,"NORMAL"
525482,"NORMAL"
526073,"NORMAL"
527244,"NORMAL"
527538,"NORMAL"
527838,"NORMAL"
528981,"NORMAL"
530181,"NORMAL"
530750,"NORMAL"
530763,"NORMAL"
531967,"NORMAL"
532257,"NORMAL"
532828,"NORMAL"
533405,"NORMAL"
534297,"NORMAL"
534579,"NORMAL"
534873,"NORMAL"
535161,"NORMAL"
537810,"NORMAL"
538115,"NORMAL"
538697,"NORMAL"
539278,"NORMAL"
539874,"NORMAL"
540472,"NORMAL"
541042,"NORMAL"
541616,"NORMAL"
541925,"NORMAL"
542226,"NORMAL"
542519,"NORMAL"
542825,"NORMAL"
544286,"NORMAL"
544590,"NORMAL"
545455,"NORMAL"
545731,"NORMAL"
546792,"NORMAL"
547200,"NORMAL"
547482,"NORMAL"
547758,"NORMAL"
548022,"NORMAL"
548334,"NORMAL"
549774,"NORMAL"
551254,"NORMAL"
551522,"NORMAL"
552680,"NORMAL"
552975,"NORMAL"
553876,"NORMAL"
555027,"NORMAL"
555324,"NORMAL"
555914,"NORMAL"
556765,"NORMAL"
557361,"NORMAL"
557668,"NORMAL"
558238,"NORMAL"
559385,"NORMAL"
559695,"NORMAL"
560283,"NORMAL"
561142,"NORMAL"
561435,"NORMAL"
561732,"NORMAL"
562019,"NORMAL"
563128,"NORMAL"
563731,"NORMAL"
566030,"NORMAL"
566899,"NORMAL"
568027,"NORMAL"
569194,"NORMAL"
571538,"NORMAL"
571831,"NORMAL"
572428,"NORMAL"
572731,"NORMAL"
573608,"NORMAL"
573902,"NORMAL"
574775,"NORMAL"
575376,"NORMAL"
576238,"NORMAL"
576551,"NORMAL"
576852,"NORMAL"
578025,"NORMAL"
580936,"NORMAL"
581543,"NORMAL"
581834,"NORMAL"
582119,"NORMAL"
582909,"NORMAL"
583821,"NORMAL"
584097,"NORMAL"
584354,"NORMAL"
584363,"NORMAL"
584903,"NORMAL"
586011,"NORMAL"
586266,"NORMAL"
586515,"NORMAL"
586771,"NORMAL"
587030,"NORMAL"
587299,"NORMAL"
588367,"NORMAL"
588643,"NORMAL"
588896,"NORMAL"
590316,"NORMAL"
590578,"NORMAL"
591143,"NORMAL"
591417,"NORMAL"
591707,"NORMAL"
593068,"NORMAL"
593387,"NORMAL"
593990,"NORMAL"
595402,"NORMAL"
597136,"NORMAL"
597925,"NORMAL"
598713,"NORMAL"
599222,"NORMAL"
599703,"NORMAL"
599953,"NORMAL"
600204,"NORMAL"
600739,"NORMAL"
601011,"NORMAL"
601527,"NORMAL"
602893,"NORMAL"
604564,"NORMAL"
605727,"NORMAL"
605998,"NORMAL"
606293,"NORMAL"
606869,"NORMAL"
607179,"NORMAL"
607753,"NORMAL"
608043,"NORMAL"
608309,"NORMAL"
608566,"NORMAL"
609995,"NORMAL"
611109,"NORMAL"
612263,"NORMAL"
612819,"NORMAL"
613400,"NORMAL"
614259,"NORMAL"
615089,"NORMAL"
617086,"NORMAL"
619352,"NORMAL"
619653,"NORMAL"
620250,"NORMAL"
620815,"NORMAL"
622247,"NORMAL"
622813,"NORMAL"
624191,"NORMAL"
625058,"NORMAL"
626716,"NORMAL"
628391,"NORMAL"
629171,"NORMAL"
629495,"NORMAL"
630289,"NORMAL"
630837,"NORMAL"
631367,"NORMAL"
631636,"NORMAL"
631887,"NORMAL"
632414,"NORMAL"
632688,"NORMAL"
633229,"NORMAL"
633508,"NORMAL"
634827,"NORMAL"
635107,"NORMAL"
635685,"NORMAL"
635966,"NORMAL"
636239,"NORMAL"
636811,"NORMAL"
638272,"NORMAL"
638560,"NORMAL"
638846,"NORMAL"
639436,"NORMAL"
640039,"NORMAL"
640317,"NORMAL"
640900,"NORMAL"
641480,"NORMAL"
642614,"NORMAL"
643439,"NORMAL"
644807,"NORMAL"
645328,"NORMAL"
647158,"NORMAL"
647414,"NORMAL"
647935,"NORMAL"
648204,"NORMAL"
648463,"NORMAL"
648978,"NORMAL"
649492,"NORMAL"
649991,"NORMAL"
